id,title,Publish Time,Mission,Methods,Object
731,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021MNRAS.502.2815C"", ""Using artificial neural networks to extract the 21-cm global signal from the EDGES data"")",2021-4-1,Prediction-Regression,NN:MLP,Instruments/Software/Methods
732,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021ApJ...911..130H"", ""Fast and Accurate Emulation of the SDO/HMI Stokes Inversion with Uncertainty Quantification"")",2021-4-1,Simulation,Unet,Solar
733,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021ApJ...911...78O"", ""SILVERRUSH X: Machine Learning-aided Selection of 9318 LAEs at z = 2.2, 3.3, 4.9, 5.7, 6.6, and 7.0 from the HSC SSP and CHORUS Survey Data"")",2021-4-1,Object Classification,CNN,Galaxies
734,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021ApJ...911...42K"", ""ForSE: A GAN-based Algorithm for Extending CMB Foreground Models to Subdegree Angular Scales"")",2021-4-1,Generation+image refinement,GAN,Cosmology
735,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021ApJ...911...32X"", ""Research on Multiwavelength Isolated Bright Points Based on Deep Learning"")",2021-4-1,Object Detection,CNN:RCNN,Solar
736,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021ApJ...910..129R"", ""A Machine-learning Approach to Integral Field Unit Spectroscopy Observations. II. H II Region Line Ratios"")",2021-4-1,Prediction-Regression,CNN,Instruments/Software/Methods
738,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021AJ....161..168E"", ""On the Classification and Feature Relevance of Multiband Light Curves"")",2021-4-1,Feature Extraction/Dim Reduction/Cluster,NN:MLP,Instruments/Software/Methods
739,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021A&A...648A..84M"", ""Binding energies and sticking coefficients of H$_2$ on crystalline and amorphous CO ice"")",2021-4-1,Prediction-Regression,NN:MLP,Interstellar Medium
740,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021A&A...648A..53D"", ""Multichannel autocalibration for the Atmospheric Imaging Assembly using machine learning"")",2021-4-1,Prediction-Regression,CNN,Instruments/Software/Methods
741,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021A&A...648A..50B"", ""Point source detection with fully convolutional networks. Performance in realistic microwave sky simulations"")",2021-4-1,Object Detection,CNN,Instruments/Software/Methods
742,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021A&A...648A..21R"", ""Gas terminal velocity from MIRO/Rosetta data using neural network approach"")",2021-4-1,Prediction-Regression,NN:MLP,Planet
743,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021PhRvD.103f4015K"", ""Gravitational-wave surrogate models powered by artificial neural networks"")",2021-3-1,Generation,NN:MLP,Gravitational Waves
744,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021PhRvD.103f3034L"", ""Detection of gravitational waves using Bayesian neural networks"")",2021-3-1,Object Detection,CNN:Conv1D+LSTM,Gravitational Waves
745,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021PhRvD.103f3011L"", ""Deep learning for core-collapse supernova detection"")",2021-3-1,Object Detection,CNN:InceptionResNet,Stars
746,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021PhRvD.103f2004M"", ""Searches for compact binary coalescence events using neural networks in the LIGO/Virgo second observation period"")",2021-3-1,Object Detection,CNN,Gravitational Waves
747,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021MNRAS.502.1355L"", ""Constraining stellar population parameters from narrow band photometric surveys using convolutional neural networks"")",2021-3-1,Prediction-Regression,CNN,Galaxies
748,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021MNRAS.502..985S"", ""AstroVaDEr: astronomical variational deep embedder for unsupervised morphological classification of galaxies and synthetic image generation"")",2021-3-1,Generation,VAE,Galaxies
749,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021MNRAS.501.6026S"", ""Machines learn to infer stellar parameters just by looking at a large number of spectra"")",2021-3-1,Explainable AI,VAE,Stars
750,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021MNRAS.501.5714W"", ""Machine learning the cosmic curvature in a model-independent way"")",2021-3-1,Prediction-Regression,NN:MLP,Cosmology
751,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021MNRAS.501.4579B"", ""Attention-gating for improved radio galaxy classification"")",2021-3-1,Object Classification,CNN:Attension,Galaxies
752,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021MNRAS.501.4080K"", ""Simulation-based inference of dynamical galaxy cluster masses with 3D convolutional neural networks"")",2021-3-1,Prediction-Regression,CNN:CNN3D,Galaxies
753,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021MNRAS.501.3951C"", ""An active galactic nucleus recognition model based on deep neural network"")",2021-3-1,Object Detection,CNN,AGN
754,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021ApJS..253...22X"", ""Data-driven Spectroscopic Estimates of Absolute Magnitude, Distance, and Binarity: Method and Catalog of 16,002 O- and B-type Stars from LAMOST"")",2021-3-1,Prediction-Regression,NN:MLP,Stars
755,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021ApJ...910...39P"", ""Large-scale Gravitational Lens Modeling with Bayesian Neural Networks for Accurate and Precise Inference of the Hubble Constant"")",2021-3-1,Prediction-Regression,BNN,Cosmology
756,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021ApJ...910....8Y"", ""Visual Explanation of a Deep Learning Solar Flare Forecast Model and Its Relationship to Physical Parameters"")",2021-3-1,Prediction,CNN,Solar
757,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021ApJ...909..187W"", ""Hierarchical Inference with Bayesian Neural Networks: An Application to Strong Gravitational Lensing"")",2021-3-1,Statistical Inference,BNN,Gravitational Lenses
758,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021ApJ...909...53Z"", ""Spectroscopic and Photometric Redshift Estimation by Neural Networks for the China Space Station Optical Survey (CSS-OS)"")",2021-3-1,Prediction-Regression,NN:MLP,Cosmology
759,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021ApJ...909...27H"", ""Discovering New Strong Gravitational Lenses in the DESI Legacy Imaging Surveys"")",2021-3-1,Object Detection,CNN:ResNet,Gravitational Lenses
760,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021A&A...647A.158M"", ""J-PAS: Measuring emission lines with artificial neural networks"")",2021-3-1,Object Classification + Prediction-Regression,NN:MLP,Galaxies
761,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021A&A...647A.116C"", ""A neural network-based methodology to select young stellar object candidates from IR surveys"")",2021-3-1,Object Classification,NN:MLP,Stars
762,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021PhRvD.103d3006R"", ""Inference of neutrino flavor evolution through data assimilation and neural differential equations"")",2021-2-1,Prediction-Regression,NN:MLP,High Energy: Neutrinos
763,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021MNRAS.501.2647A"", ""A machine-learning approach to correcting atmospheric seeing in solar flare observations"")",2021-2-1,image refinement,CNN:ResNet,Solar
764,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021MNRAS.501.1499M"", ""Baryon acoustic oscillations reconstruction using convolutional neural networks"")",2021-2-1,Data Reconstruction,CNN,Cosmology
765,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021MNRAS.501..954J"", ""Likelihood-free inference with neural compression of DES SV weak lensing map statistics"")",2021-2-1,Statistical Inference,NN:MDN,Cosmology
766,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021MNRAS.501..730G"", ""The nature of giant clumps in high-z discs: a deep-learning comparison of simulations and observations"")",2021-2-1,Object Detection + Object Classification,Unet,Galaxies
767,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021MNRAS.501..614D"", ""Mode angular degree identification in subgiant stars with convolutional neural networks based on power spectrum"")",2021-2-1,Object Detection,CNN:Conv1D,Stars
768,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021ApJ...908..204H"", ""Approximate Bayesian Uncertainties on Deep Learning Dynamical Mass Estimates of Galaxy Clusters"")",2021-2-1,Prediction,CNN,Galaxies
769,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021ApJ...908...47S"", ""Comparison of Observed Galaxy Properties with Semianalytic Model Predictions Using Machine Learning"")",2021-2-1,Prediction-Regression,NN:MLP,Galaxies
770,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021ApJ...907..121T"", ""Model-independently Calibrating the Luminosity Correlations of Gamma-Ray Bursts Using Deep Learning"")",2021-2-1,Prediction-Regression,LSTM,Cosmology
771,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021ApJ...907..100P"", ""STARCNET: Machine Learning for Star Cluster Identification"")",2021-2-1,Object Detection,CNN,Star Clusters
773,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021A&A...646A.126S"", ""HOLISMOKES. IV. Efficient mass modeling of strong lenses through deep learning"")",2021-2-1,Prediction-Regression,CNN,Gravitational Lenses
774,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021A&A...646A.100A"", ""Learning to do multiframe wavefront sensing unsupervised: Applications to blind deconvolution"")",2021-2-1,Data Reconstruction,CNN:CNN+GRU,Instruments/Software/Methods
775,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021A&A...646A..41G"", ""A nonlinear solar magnetic field calibration method for the filter-based magnetograph by the residual network"")",2021-2-1,Prediction,CNN:ResNet,Solar
776,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021A&A...646A...4A"", ""Planet cartography with neural learned regularization"")",2021-2-1,Data Reconstruction,CNN,Planet
777,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021PhRvD.103b4040X"", ""Improved deep learning techniques in gravitational-wave data analysis"")",2021-1-1,Object Detection,CNN,Gravitational Waves
778,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021PhRvD.103b4025E"", ""Classifying the equation of state from rotating core collapse gravitational waves with deep learning"")",2021-1-1,Object Classification,CNN,Gravitational Waves
779,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021MNRAS.501..291J"", ""Data-driven image restoration with option-driven learning for big and small astronomical image data sets"")",2021-1-1,Image Restoration,GAN,Instruments/Software/Methods
780,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021MNRAS.500.4849C"", ""The GALAH survey: characterization of emission-line stars with spectral modelling using autoencoders"")",2021-1-1,Generation,AE,Stars
781,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021MNRAS.500.3889A"", ""Cleaning our own dust: simulating and separating galactic dust foregrounds with neural networks"")",2021-1-1,Data Processing,DCGAN+ResUNet,Interstellar Medium
783,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021MNRAS.500.1633B"", ""PS1-STRM: neural network source classification and photometric redshift catalogue for PS1 3\ensuremath\pi DR1"")",2021-1-1,Object Classification + Prediction-Regression,CNN+MLP,Instruments/Software/Methods
784,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021MNRAS.500..603G"", ""Determining the systemic redshift of Lyman \ensuremath\alpha emitters with neural networks and improving the measured large-scale clustering"")",2021-1-1,Prediction,NN:MLP,Galaxies
785,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021MNRAS.500..531A"", ""Deblending galaxies with variational autoencoders: A joint multiband, multi-instrument approach"")",2021-1-1,Image Refinement,VAE,Galaxies
786,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021MNRAS.500..388H"", ""Telescope performance real-time monitoring based on machine learning"")",2021-1-1,Object Classification,CNN,Instruments/Software/Methods
787,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021ApJ...907...57G"", ""Data-driven Stellar Models"")",2021-1-1,Prediction,NN:MLP,Stars
788,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021ApJ...907...44V"", ""Removing Astrophysics in 21 cm Maps with Neural Networks"")",2021-1-1,Data Processing,Unet,Cosmology
789,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021ApJ...906..130O"", ""Cycle-StarNet: Bridging the Gap between Theory and Data by Leveraging Large Data Sets"")",2021-1-1,Domain Adaptation,CNN,Instruments/Software/Methods
790,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2021A&A...645A..87B"", ""The miniJPAS survey: star-galaxy classification using machine learning"")",2021-1-1,Object Classification,NN:MLP,Instruments/Software/Methods
791,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020RAA....20..204Z"", ""Generating a radioheliograph image from SDO/AIA data with the machine learning method"")",2020-12-1,Generation,Unet,Solar
792,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020PhRvD.102l3506M"", ""Interpreting deep learning models for weak lensing"")",2020-12-1,Prediction-Regression,CNN,Gravitational Lenses
793,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5978E"", ""Mocking faint black holes during reionization"")",2020-12-1,Prediction-Regression,NN:MLP,Black Hole
795,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5641V"", ""Quantifying the structure of strong gravitational lens potentials with uncertainty-aware deep neural networks"")",2020-12-1,Prediction-Regression,CNN,Gravitational Lenses
796,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5447K"", ""Stellar parameter determination from photometry using invertible neural networks"")",2020-12-1,Prediction-Regression,NN:cINN,Stars
797,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.3445Y"", ""Galaxy cluster mass estimation with deep learning and hydrodynamical simulations"")",2020-12-1,Prediction-Regression,CNN,Galaxies
798,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.3130G"", ""Classifying image sequences of astronomical transients with deep neural networks"")",2020-12-1,Object Classification,CNN+GRU,Transient
799,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.1985K"", ""Dynamical mass inference of galaxy clusters with neural flows"")",2020-12-1,Prediction-Regression,Flow:Normalizing Flow,Galaxies
800,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020ApJS..251...28G"", ""A Catalog of Broad Morphology of Pan-STARRS Galaxies Based on Deep Learning"")",2020-12-1,Object Classification,CNN,Galaxies
801,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020ApJS..251...18T"", ""Dippers from the TESS Full-frame Images. I. Results of the First One Year Data and Discovery of a Runaway Dipper"")",2020-12-1,Object Detection,CNN:Conv1D,Stars
802,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020ApJ...905..172X"", ""Application of Convolutional Neural Networks to Identify Protostellar Outflows in CO Emission"")",2020-12-1,Object Detection,CNN:ResUNet,Stars
803,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020ApJ...905..143P"", ""Inpainting Galactic Foreground Intensity and Polarization Maps Using Convolutional Neural Networks"")",2020-12-1,Generation,Unet,Galaxies
804,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020ApJ...905...94V"", ""SuperRAENN: A Semisupervised Supernova Photometric Classification Pipeline Trained on Pan-STARRS1 Medium-Deep Survey Supernovae"")",2020-12-1,Object Classification,AE:RNN,Stars
805,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020ApJ...905....9T"", ""Structure of Quark Star: A Comparative Analysis of Bayesian Inference and Neural Network Based Modeling"")",2020-12-1,Statistical Inference,NN:MLP,Stars
806,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020AJ....160..279K"", ""Untangling the Galaxy. II. Structure within 3 kpc"")",2020-12-1,Prediction-Regression,CNN,Galaxies
807,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020AJ....160..264B"", ""Study of Star Clusters in the M83 Galaxy with a Convolutional Neural Network"")",2020-12-1,Object Detection + Prediction-Regression,CNN,Star Clusters
808,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020A&A...644A.168G"", ""The RAdial Velocity Experiment (RAVE): Parameterisation of RAVE spectra based on convolutional neural networks"")",2020-12-1,Prediction-Regression,CNN:Conv1D,Instruments/Software/Methods
809,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020A&A...644A.163C"", ""HOLISMOKES. II. Identifying galaxy-scale strong gravitational lenses in Pan-STARRS using convolutional neural networks"")",2020-12-1,Object Detection,CNN,Gravitational Lenses
810,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020A&A...644A.129M"", ""Mimicking spectropolarimetric inversions using convolutional neural networks"")",2020-12-1,Simulation,CNN,Solar
811,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020A&A...644A..87W"", ""Towards a consistent framework of comparing galaxy mergers in observations and simulations"")",2020-12-1,Object Detection,CNN:VGG,Galaxies
812,"=HYPERLINK(""https://ui.adsabs.harvard.edu/abs/2020A&A...644A..69K"", ""The Northern Extragalactic WISE \texttimes Pan-STARRS (NEWS) catalogue. Machine-learning identification of 40 million extragalactic objects"")",2020-12-1,Object Classification,AE,Galaxies
